branch_id	parent	child	parent_value	child_value	branch_length	delta
edge_150	160	74	0.466409485580823	0.823231646	0.00698768	0.356822160419177
edge_151	160	75	0.466409485580823	0.456139459	0.00878085	-0.0102700265808225
edge_152	153	161	0.361530024063104	0.458350281999277	0.0127695	0.0968202579361728
edge_153	161	162	0.458350281999277	0.531801836622957	0.0043767	0.0734515546236796
edge_154	162	76	0.531801836622957	0.37622924	0.00587985	-0.155572596622957
edge_155	162	77	0.531801836622957	0.753261077	0.00512151	0.221459240377043
edge_156	161	163	0.458350281999277	0.351621790900526	0.0116006	-0.106728491098751
edge_157	163	78	0.351621790900526	0.391447448	8.1609e-05	0.0398256570994744
edge_158	163	79	0.351621790900526	-0.557832538	0.00182913	-0.909454328900526
edge_159	152	164	0.137210408309363	-0.325343403955637	0.0918747	-0.462553812265
edge_160	164	80	-0.325343403955637	-0.705272588	0.0343154	-0.379929184044363
edge_161	164	81	-0.325343403955637	-0.108735895	0.0358796	0.216607508955637
edge_162	84	165	0.0574983369867514	-0.102490955767062	0.0401002	-0.159989292753813
edge_163	165	82	-0.102490955767062	-0.383925844	0.0329315	-0.281434888232938
edge_164	165	83	-0.102490955767062	0.09960695	0.0443554	0.202097905767062
